site_code,trt,plot,block,cover_year,Sample_ID,N,P,K,Exclose,Rootsgperm2,pH_rootsample
hart.us,P,23,3,2011,233,0,1,0,0,53.12265229,NA
hart.us,NK,3,1,2011,213,1,0,1,0,169.0913667,6.78
hart.us,NPK+Fence,20,2,2011,230,1,1,1,1,338.4977161,NA
hart.us,NP,18,2,2011,228,1,1,0,0,173.3495303,7.5
hart.us,P,11,2,2011,221,0,1,0,0,160.0071642,6.94
hart.us,NP,1,1,2011,211,1,1,0,0,80.82228512,7.1
hart.us,Fence,16,2,2011,226,0,0,0,1,46.15942088,NA
hart.us,Control,24,3,2011,234,0,0,0,0,113.6166656,NA
hart.us,K,29,3,2011,239,0,0,1,0,199.7871862,NA
hart.us,N,6,1,2011,216,1,0,0,0,214.8498116,7.11
hart.us,N,27,3,2011,237,1,0,0,0,106.3640743,NA
hart.us,Fence,10,1,2011,220,0,0,0,1,58.3226443,7.38
hart.us,PK,2,1,2011,212,0,1,1,0,270.9336663,7.17
hart.us,PK,19,2,2011,229,0,1,1,0,233.222918,7.07
hart.us,PK,28,3,2011,238,0,1,1,0,182.7678947,NA
hart.us,NPK+Fence,7,1,2011,217,1,1,1,1,197.0466651,6.84
hart.us,NP,22,3,2011,232,1,1,0,0,83.22088457,7.34
hart.us,NPK,26,3,2011,236,1,1,1,0,119.8993379,7.2
hart.us,NK,25,3,2011,235,1,0,1,0,198.8367076,NA
hart.us,K,15,2,2011,225,0,0,1,0,244.7962444,7.7
hart.us,NPK,4,1,2011,214,1,1,1,0,224.0957188,6.91
hart.us,P,9,1,2011,219,0,1,0,0,135.4616765,6.97
hart.us,N,13,2,2011,223,1,0,0,0,88.31664861,7.11
hart.us,NPK+Fence,21,3,2011,231,1,1,1,1,143.0467043,NA
hart.us,NK,14,2,2011,224,1,0,1,0,163.181775,NA
hart.us,Control,8,1,2011,218,0,0,0,0,94.05010258,7.36
hart.us,Fence,30,3,2011,240,0,0,0,1,71.42063089,NA
hart.us,Control,17,2,2011,227,0,0,0,0,173.6163265,7.35
hart.us,K,5,1,2011,215,0,0,1,0,98.13604117,6.98
konz.us,K,17,2,2011,587,0,0,1,0,154.0455995,7.07
konz.us,N,14,2,2011,584,1,0,0,0,31.38579541,6.23
konz.us,Fence,11,2,2011,581,0,0,0,1,152.5108117,7.03
konz.us,Control,4,1,2011,574,0,0,0,0,271.7389972,6.63
konz.us,P,7,1,2011,577,0,1,0,0,179.0768942,6.26
konz.us,K,27,3,2011,597,0,0,1,0,171.9929453,7.45
konz.us,NP,19,2,2011,589,1,1,0,0,262.3641431,7.02
konz.us,NPK,2,1,2011,572,1,1,1,0,100.3593997,6.44
konz.us,Fence,22,3,2011,592,0,0,0,1,80.48624984,7.11
konz.us,NPK,16,2,2011,586,1,1,1,0,233.5763187,6.42
konz.us,NPK+Fence,29,3,2011,599,1,1,1,1,54.37033173,6.87
konz.us,NK,8,1,2011,578,1,0,1,0,135.3998897,6.63
konz.us,P,23,3,2011,593,0,1,0,0,212.9391277,7.04
konz.us,NPK,30,3,2011,600,1,1,1,0,58.24730784,7.1
konz.us,N,5,1,2011,575,1,0,0,0,122.3584629,6.54
konz.us,NPK+Fence,3,1,2011,573,1,1,1,1,223.8573092,6.23
konz.us,Fence,10,1,2011,580,0,0,0,1,357.8939177,6.53
konz.us,Control,21,3,2011,591,0,0,0,0,166.3189522,6.46
konz.us,PK,6,1,2011,576,0,1,1,0,373.6179205,6.67
konz.us,Control,18,2,2011,588,0,0,0,0,256.8222941,7.22
konz.us,PK,12,2,2011,582,0,1,1,0,435.5738089,6.35
konz.us,PK,26,3,2011,596,0,1,1,0,240.701009,6.3
konz.us,K,9,1,2011,579,0,0,1,0,170.4511278,6.61
konz.us,NK,20,2,2011,590,1,0,1,0,304.6870615,6.64
konz.us,NP,28,3,2011,598,1,1,0,0,76.13654917,6.77
konz.us,NP,1,1,2011,571,1,1,0,0,232.3209568,6
konz.us,NPK+Fence,15,2,2011,585,1,1,1,1,121.2142296,6.68
konz.us,N,25,3,2011,595,1,0,0,0,108.8473584,6.19
konz.us,P,13,2,2011,583,0,1,0,0,212.8110657,6.54
konz.us,NK,24,3,2011,594,1,0,1,0,74.39238987,6.85
lancaster.uk,NPK+Fence,10,1,2011,370,1,1,1,1,48.70943198,4.52
lancaster.uk,PK,24,3,2011,384,0,1,1,0,790.9078066,5.03
lancaster.uk,NK,4,1,2011,364,1,0,1,0,286.7206457,4.61
lancaster.uk,PK,18,2,2011,378,0,1,1,0,1264.495151,5.03
lancaster.uk,NP,7,1,2011,367,1,1,0,0,375.5843712,5.11
lancaster.uk,K,13,2,2011,373,0,0,1,0,295.5428106,4.94
lancaster.uk,NPK,26,3,2011,386,1,1,1,0,40.04136977,4.92
lancaster.uk,Control,3,1,2011,363,0,0,0,0,438.9133431,5.07
lancaster.uk,NK,11,2,2011,371,1,0,1,0,329.4657549,5.11
lancaster.uk,NPK,1,1,2011,361,1,1,1,0,627.7061628,5.46
lancaster.uk,N,12,2,2011,372,1,0,0,0,424.5602133,4.84
lancaster.uk,Fence,5,1,2011,365,0,0,0,1,435.5966008,4.79
lancaster.uk,K,9,1,2011,369,0,0,1,0,459.533404,4.85
lancaster.uk,NPK,17,2,2011,377,1,1,1,0,1423.118866,5.29
lancaster.uk,P,22,3,2011,382,0,1,0,0,320.1317415,5.1
lancaster.uk,N,20,3,2011,380,1,0,0,0,1098.368204,4.97
lancaster.uk,PK,2,1,2011,362,0,1,1,0,1020.055833,5.36
lancaster.uk,NP,16,2,2011,376,1,1,0,0,954.4680768,4.93
lancaster.uk,P,15,2,2011,375,0,1,0,0,453.7657783,5.04
lancaster.uk,Control,14,2,2011,374,0,0,0,0,NA,5.38
lancaster.uk,N,6,1,2011,366,1,0,0,0,240.2080348,5.03
lancaster.uk,NP,23,3,2011,383,1,1,0,0,401.1721957,5.24
lancaster.uk,Control,21,3,2011,381,0,0,0,0,652.2117125,5.2
lancaster.uk,K,19,3,2011,379,0,0,1,0,452.7528639,5.07
lancaster.uk,P,8,1,2011,368,0,1,0,0,375.8255162,5.09
lancaster.uk,NK,25,3,2011,385,1,0,1,0,677.3877551,5.11
look.us,NK,30,3,2011,420,1,0,1,0,1060.996203,4.72
look.us,N,29,3,2011,419,1,0,0,0,811.6793048,4.93
look.us,P,3,1,2011,393,0,1,0,0,678.3873407,5.62
look.us,PK,16,2,2011,406,0,1,1,0,1530.817039,5.28
look.us,NP,22,3,2011,412,1,1,0,0,208.9568489,4.85
look.us,Fence,26,3,2011,416,0,0,0,1,250.7882346,4.84
look.us,Fence,11,2,2011,401,0,0,0,1,819.3385881,5.52
look.us,NPK,25,3,2011,415,1,1,1,0,710.6055822,4.85
look.us,PK,27,3,2011,417,0,1,1,0,2261.219218,4.94
look.us,P,14,2,2011,404,0,1,0,0,330.7335497,5.25
look.us,NK,13,2,2011,403,1,0,1,0,1790.004418,4.82
look.us,NPK,19,2,2011,409,1,1,1,0,478.3823482,4.63
look.us,NPK+Fence,18,2,2011,408,1,1,1,1,235.1928618,4.7
look.us,K,6,1,2011,396,0,0,1,0,1282.204784,5.15
look.us,P,21,3,2011,411,0,1,0,0,338.8559975,4.97
look.us,Control,7,1,2011,397,0,0,0,0,1105.323747,5.04
look.us,Control,17,2,2011,407,0,0,0,0,1451.053296,4.89
look.us,PK,2,1,2011,392,0,1,1,0,609.6792728,5.05
look.us,NK,10,1,2011,400,1,0,1,0,837.445977,4.61
look.us,Control,23,3,2011,413,0,0,0,0,408.2008624,5.06
look.us,K,12,2,2011,402,0,0,1,0,910.5776111,5.36
look.us,NPK+Fence,4,1,2011,394,1,1,1,1,132.8500541,5.16
look.us,NP,15,2,2011,405,1,1,0,0,202.2030049,5.07
look.us,NPK+Fence,28,3,2011,418,1,1,1,1,1292.660085,4.66
look.us,NP,1,1,2011,391,1,1,0,0,1296.680006,4.9
look.us,N,5,1,2011,395,1,0,0,0,410.4998721,4.96
look.us,N,20,2,2011,410,1,0,0,0,734.7593418,4.39
look.us,K,24,3,2011,414,0,0,1,0,1160.295429,4.72
look.us,NPK,9,1,2011,399,1,1,1,0,698.6431596,5.22
look.us,Fence,8,1,2011,398,0,0,0,1,2494.30809,5.28
mtca.au,N,13,2,2011,703,1,0,0,0,116.5108278,6.37
mtca.au,K,12,2,2011,702,0,0,1,0,213.5576447,7.1
mtca.au,NK,10,1,2011,700,1,0,1,0,193.3565436,6.54
mtca.au,NK,14,2,2011,704,1,0,1,0,111.6852895,7.17
mtca.au,N,26,3,2011,716,1,0,0,0,93.89628158,6.68
mtca.au,NPK,29,3,2011,719,1,1,1,0,277.6375422,6.3
mtca.au,P,11,2,2011,701,0,1,0,0,112.4249371,6.86
mtca.au,NPK,2,1,2011,692,1,1,1,0,314.051694,5.68
mtca.au,NP,28,3,2011,718,1,1,0,0,479.6031556,6.75
mtca.au,Control,8,1,2011,698,0,0,0,0,50.17750742,6.38
mtca.au,Fence,9,1,2011,699,0,0,0,1,22.36832863,5.9
mtca.au,K,7,1,2011,697,0,0,1,0,48.08039847,6.14
mtca.au,NPK+Fence,5,1,2011,695,1,1,1,1,97.75786139,6.22
mtca.au,PK,30,3,2011,720,0,1,1,0,479.7005897,6.09
mtca.au,K,21,3,2011,711,0,0,1,0,158.6482296,6.02
mtca.au,Fence,20,2,2011,710,0,0,0,1,172.8420221,6.1
mtca.au,Control,27,3,2011,717,0,0,0,0,238.3842037,6.1
mtca.au,NPK,19,2,2011,709,1,1,1,0,184.4336402,6.22
mtca.au,P,6,1,2011,696,0,1,0,0,331.725185,6.12
mtca.au,PK,15,2,2011,705,0,1,1,0,90.37761978,6.19
mtca.au,Control,16,2,2011,706,0,0,0,0,78.85001449,6.8
mtca.au,NP,17,2,2011,707,1,1,0,0,151.3565597,6.28
mtca.au,NK,25,3,2011,715,1,0,1,0,275.3075184,6.37
mtca.au,N,1,1,2011,691,1,0,0,0,81.49353418,6.23
mtca.au,Fence,24,3,2011,714,0,0,0,1,175.712916,6.28
mtca.au,NPK+Fence,18,2,2011,708,1,1,1,1,88.90306122,6.7
mtca.au,NP,3,1,2011,693,1,1,0,0,124.0724457,6.51
mtca.au,PK,4,1,2011,694,0,1,1,0,110.3435993,6.18
mtca.au,P,23,3,2011,713,0,1,0,0,171.8404999,5.89
mtca.au,NPK+Fence,22,3,2011,712,1,1,1,1,128.4312198,6.22
sage.us,P,25,3,2011,265,0,1,0,0,167.0094911,6.73
sage.us,NPK+Fence,16,2,2011,256,1,1,1,1,48.82517342,7.04
sage.us,Control,14,2,2011,254,0,0,0,0,83.38458285,7.01
sage.us,NP,22,3,2011,262,1,1,0,0,224.3033817,6.48
sage.us,N,30,3,2011,270,1,0,0,0,356.517099,6.63
sage.us,PK,11,2,2011,251,0,1,1,0,12.48804812,6.97
sage.us,NP,5,1,2011,245,1,1,0,0,256.2148196,6.6
sage.us,NPK,12,2,2011,252,1,1,1,0,34.67521561,6.88
sage.us,P,9,1,2011,249,0,1,0,0,358.4933791,6.56
sage.us,P,20,2,2011,260,0,1,0,0,85.38979324,6.8
sage.us,NPK,24,3,2011,264,1,1,1,0,188.3180708,7.02
sage.us,NP,18,2,2011,258,1,1,0,0,29.8656682,7.01
sage.us,PK,7,1,2011,247,0,1,1,0,112.1874375,6.46
sage.us,K,17,2,2011,257,0,0,1,0,49.08504264,6.94
sage.us,Control,23,3,2011,263,0,0,0,0,96.49441737,7.01
sage.us,K,3,1,2011,243,0,0,1,0,231.762292,6.47
sage.us,Fence,28,3,2011,268,0,0,0,1,216.8648965,6.88
sage.us,NPK,2,1,2011,242,1,1,1,0,329.8985441,6.63
sage.us,Fence,6,1,2011,246,0,0,0,1,150.1305301,6.33
sage.us,Fence,15,2,2011,255,0,0,0,1,284.3776639,6.76
sage.us,NK,4,1,2011,244,1,0,1,0,548.1089218,6.47
sage.us,PK,29,3,2011,269,0,1,1,0,163.1620254,6.74
sage.us,Control,10,1,2011,250,0,0,0,0,342.1328183,6.46
sage.us,N,8,1,2011,248,1,0,0,0,191.1047248,6.5
sage.us,NPK+Fence,26,3,2011,266,1,1,1,1,433.5327866,6.63
sage.us,K,21,3,2011,261,0,0,1,0,965.5742617,6.55
sage.us,NK,27,3,2011,267,1,0,1,0,636.4620751,6.84
sage.us,NK,19,2,2011,259,1,0,1,0,32.39600489,7.05
sage.us,N,13,2,2011,253,1,0,0,0,47.80926659,6.88
sage.us,NPK+Fence,1,1,2011,241,1,1,1,1,74.92474206,6.45
saline.us,Fence,19,2,2011,619,0,0,0,1,114.1509114,7.31
saline.us,NPK,23,3,2011,623,1,1,1,0,134.4847536,7.69
saline.us,Control,13,2,2011,613,0,0,0,0,521.8129135,7.45
saline.us,NP,14,2,2011,614,1,1,0,0,42.85986395,7.41
saline.us,NP,3,1,2011,603,1,1,0,0,232.326247,7.05
saline.us,Control,28,3,2011,628,0,0,0,0,200.7546195,7.48
saline.us,NPK+Fence,5,1,2011,605,1,1,1,1,169.3420399,7.36
saline.us,PK,29,3,2011,629,0,1,1,0,202.0590074,7.94
saline.us,Fence,30,3,2011,630,0,0,0,1,225.0189652,7.8
saline.us,N,6,1,2011,606,1,0,0,0,122.4439092,7.21
saline.us,NK,18,2,2011,618,1,0,1,0,205.0188624,7.42
saline.us,K,27,3,2011,627,0,0,1,0,534.3772286,7.59
saline.us,NPK,15,2,2011,615,1,1,1,0,97.53540018,7.14
saline.us,PK,12,2,2011,612,0,1,1,0,309.8300444,7.66
saline.us,NK,25,3,2011,625,1,0,1,0,329.5652368,7.44
saline.us,NP,21,3,2011,621,1,1,0,0,256.5714286,7.62
saline.us,PK,4,1,2011,604,0,1,1,0,122.4908846,7.12
saline.us,N,20,2,2011,620,1,0,0,0,292.0836291,7.74
saline.us,P,24,3,2011,624,0,1,0,0,239.0428571,7.37
saline.us,K,8,1,2011,608,0,0,1,0,207.9886991,7.37
saline.us,Control,9,1,2011,609,0,0,0,0,175.7409505,7.66
saline.us,NPK,1,1,2011,601,1,1,1,0,99.21469631,6.48
saline.us,P,2,1,2011,602,0,1,0,0,366.390879,7.36
saline.us,P,11,2,2011,611,0,1,0,0,107.985016,7.18
saline.us,K,16,2,2011,616,0,0,1,0,235.7860689,7.23
saline.us,NPK+Fence,17,2,2011,617,1,1,1,1,2.099008278,7.52
saline.us,NPK+Fence,22,3,2011,622,1,1,1,1,135.1636477,7.73
saline.us,Fence,7,1,2011,607,0,0,0,1,142.7293673,7.38
saline.us,NK,10,1,2011,610,1,0,1,0,466.2476117,7.46
saline.us,N,26,3,2011,626,1,0,0,0,188.9229718,7.2
sgs.us,NPK+Fence,13,1,2011,1100,1,1,1,1,410.7598025,6.42
sgs.us,P,36,3,2011,1117,0,1,0,0,651.9149941,5.87
sgs.us,Fence,35,3,2011,1116,0,0,0,1,3380.161734,5.88
sgs.us,NK,31,3,2011,1112,1,0,1,0,423.4959689,5.86
sgs.us,NPK,34,3,2011,1115,1,1,1,0,5532.709666,5.88
sgs.us,NPK+Fence,40,3,2011,1119,1,1,1,1,638.0406962,5.63
sgs.us,NP,4,1,2011,1093,1,1,0,0,2902.594115,5.87
sgs.us,NPK,2,1,2011,1092,1,1,1,0,653.421005,5.8
sgs.us,Control,19,2,2011,1104,0,0,0,0,234.5926112,6.34
sgs.us,PK,26,2,2011,1108,0,1,1,0,372.0841352,5.83
sgs.us,PK,11,1,2011,1098,0,1,1,0,317.9849291,6.27
sgs.us,N,23,2,2011,1105,1,0,0,0,324.1379045,5.58
sgs.us,Fence,6,1,2011,1095,0,0,0,1,341.7606245,5.97
sgs.us,N,41,3,2011,1120,1,0,0,0,431.1687482,5.61
sgs.us,K,12,1,2011,1099,0,0,1,0,207.5296512,6.11
sgs.us,NP,15,2,2011,1101,1,1,0,0,328.3773409,5.62
sgs.us,NPK,28,2,2011,1110,1,1,1,0,674.4100308,5.84
sgs.us,NPK+Fence,24,2,2011,1106,1,1,1,1,966.1572404,5.83
sgs.us,NK,1,1,2011,1091,1,0,1,0,592.9979328,5.34
sgs.us,K,32,3,2011,1113,0,0,1,0,368.6999662,6.22
sgs.us,Control,38,3,2011,1118,0,0,0,0,654.5233833,6.13
sgs.us,N,10,1,2011,1097,1,0,0,0,402.6547348,6.23
sgs.us,PK,33,3,2011,1114,0,1,1,0,778.8348549,6.01
sgs.us,NP,30,3,2011,1111,1,1,0,0,264.0781646,5.55
sgs.us,NK,25,2,2011,1107,1,0,1,0,243.3903427,5.82
sgs.us,Control,8,1,2011,1096,0,0,0,0,324.8718927,5.95
sgs.us,K,18,2,2011,1103,0,0,1,0,531.5694639,6.21
sgs.us,P,5,1,2011,1094,0,1,0,0,590.2341086,5.98
sgs.us,Fence,17,2,2011,1102,0,0,0,1,500.0472571,6.16
sgs.us,P,27,2,2011,1109,0,1,0,0,602.5702461,5.7
shps.us,Control,27,3,2011,323,0,0,0,0,288.0755666,7.61
shps.us,NPK+Fence,23,2,2011,319,1,1,1,1,506.8745291,7.19
shps.us,NPK+Fence,28,3,2011,324,1,1,1,1,472.9389371,7.01
shps.us,NK,35,3,2011,329,1,0,1,0,301.5924552,7.58
shps.us,NP,8,1,2011,308,1,1,0,0,234.2837377,7.42
shps.us,P,20,2,2011,316,0,1,0,0,321.2611123,7.53
shps.us,P,4,1,2011,304,0,1,0,0,431.4827954,7.25
shps.us,NPK+Fence,7,1,2011,307,1,1,1,1,158.5958512,7.81
shps.us,K,26,3,2011,322,0,0,1,0,148.7420387,7.54
shps.us,K,21,2,2011,317,0,0,1,0,339.7390359,7.15
shps.us,NK,19,2,2011,315,1,0,1,0,79.59904567,6.72
shps.us,Fence,14,2,2011,312,0,0,0,1,251.8856984,7.36
shps.us,N,1,1,2011,301,1,0,0,0,532.958741,7.27
shps.us,Control,13,2,2011,311,0,0,0,0,465.6234783,7.72
shps.us,Control,2,1,2011,302,0,0,0,0,293.8717474,7.94
shps.us,P,29,3,2011,325,0,1,0,0,476.7351553,7.46
shps.us,NPK,30,3,2011,326,1,1,1,0,271.4931799,7.47
shps.us,N,36,3,2011,330,1,0,0,0,556.5899709,7.53
shps.us,PK,3,1,2011,303,0,1,1,0,305.5709434,7.01
shps.us,Fence,33,3,2011,328,0,0,0,1,541.9139204,7.59
shps.us,NPK,15,2,2011,313,1,1,1,0,394.306744,7.56
shps.us,Fence,11,1,2011,310,0,0,0,1,338.414122,7.15
shps.us,PK,31,3,2011,327,0,1,1,0,382.89721,7.04
shps.us,PK,24,2,2011,320,0,1,1,0,304.0038255,7.6
shps.us,NK,5,1,2011,305,1,0,1,0,254.5035322,7.01
shps.us,N,22,2,2011,318,1,0,0,0,399.4490523,7.47
shps.us,NP,25,3,2011,321,1,1,0,0,633.515798,7.42
shps.us,NP,16,2,2011,314,1,1,0,0,620.360963,7.72
shps.us,K,9,1,2011,309,0,0,1,0,323.5598429,7.85
shps.us,NPK,6,1,2011,306,1,1,1,0,377.7955126,7.77
sier.us,NK,15,2,2011,105,1,0,1,0,113.1866558,6.01
sier.us,Fence,11,2,2011,101,0,0,0,1,120.6708833,NA
sier.us,Control,27,3,2011,117,0,0,0,0,22.77639832,NA
sier.us,NK,9,1,2011,99,1,0,1,0,53.73156317,NA
sier.us,NPK,10,1,2011,100,1,1,1,0,46.51100885,NA
sier.us,NP,4,1,2011,94,1,1,0,0,88.12360939,NA
sier.us,PK,18,2,2011,108,0,1,1,0,112.4902747,NA
sier.us,NK,24,3,2011,114,1,0,1,0,13.34878331,NA
sier.us,N,8,1,2011,98,1,0,0,0,87.74356291,NA
sier.us,K,21,3,2011,111,0,0,1,0,117.1752293,NA
sier.us,K,2,1,2011,92,0,0,1,0,36.92526366,NA
sier.us,NPK,23,3,2011,113,1,1,1,0,39.88107688,NA
sier.us,NPK,20,2,2011,110,1,1,1,0,70.07474005,NA
sier.us,N,30,3,2011,120,1,0,0,0,20.55495525,5.95
sier.us,NPK+Fence,29,3,2011,119,1,1,1,1,11.76051985,NA
sier.us,N,19,2,2011,109,1,0,0,0,44.40353461,NA
sier.us,NPK+Fence,7,1,2011,97,1,1,1,1,53.89720869,NA
sier.us,P,1,1,2011,91,0,1,0,0,16.76437213,6.19
sier.us,Control,13,2,2011,103,0,0,0,0,74.36315468,NA
sier.us,PK,3,1,2011,93,0,1,1,0,35.32234336,NA
sier.us,P,22,3,2011,112,0,1,0,0,39.12688904,NA
sier.us,NPK+Fence,17,2,2011,107,1,1,1,1,53.82172159,NA
sier.us,NP,28,3,2011,118,1,1,0,0,24.7523592,NA
sier.us,K,14,2,2011,104,0,0,1,0,69.02578733,NA
sier.us,PK,25,3,2011,115,0,1,1,0,58.05552034,NA
sier.us,P,16,2,2011,106,0,1,0,0,51.43697291,NA
sier.us,Fence,6,1,2011,96,0,0,0,1,29.62275278,NA
sier.us,Fence,26,3,2011,116,0,0,0,1,14.40176625,NA
sier.us,Control,5,1,2011,95,0,0,0,0,81.90235081,NA
sier.us,NP,12,2,2011,102,1,1,0,0,29.8051894,NA
smith.us,K,21,3,2011,981,0,0,1,0,91.29311397,6.77
smith.us,Fence,28,3,2011,988,0,0,0,1,130.8951589,6.07
smith.us,NK,3,1,2011,963,1,0,1,0,192.0476466,6.34
smith.us,NPK+Fence,5,1,2011,965,1,1,1,1,81.11844364,6.33
smith.us,NPK,7,1,2011,967,1,1,1,0,186.2778223,6.5
smith.us,P,10,1,2011,970,0,1,0,0,184.8335918,6.53
smith.us,NPK,25,3,2011,985,1,1,1,0,219.2730807,6.1
smith.us,PK,15,2,2011,975,0,1,1,0,396.5770298,6.14
smith.us,Fence,8,1,2011,968,0,0,0,1,185.0687424,6.2
smith.us,NK,23,3,2011,983,1,0,1,0,NA,NA
smith.us,K,9,1,2011,969,0,0,1,0,265.0893049,6.31
smith.us,PK,29,3,2011,989,0,1,1,0,143.421896,6.24
smith.us,NPK,13,2,2011,973,1,1,1,0,102.7157243,6.06
smith.us,NP,22,3,2011,982,1,1,0,0,238.720573,6.14
smith.us,N,2,1,2011,962,1,0,0,0,234.4152421,7.04
smith.us,NPK+Fence,26,3,2011,986,1,1,1,1,66.32456559,5.65
smith.us,N,27,3,2011,987,1,0,0,0,206.6448837,6.18
smith.us,Control,11,2,2011,971,0,0,0,0,382.6612122,6.38
smith.us,N,19,2,2011,979,1,0,0,0,340.4472925,5.99
smith.us,Fence,20,2,2011,980,0,0,0,1,153.3560806,6.55
smith.us,P,30,3,2011,990,0,1,0,0,356.1676727,6.08
smith.us,NP,4,1,2011,964,1,1,0,0,247.4801667,6.4
smith.us,NP,12,2,2011,972,1,1,0,0,148.7959734,6.06
smith.us,NK,14,2,2011,974,1,0,1,0,178.6762316,6.21
smith.us,P,18,2,2011,978,0,1,0,0,269.1897708,6.18
smith.us,Control,6,1,2011,966,0,0,0,0,274.8587251,6.3
smith.us,PK,1,1,2011,961,0,1,1,0,228.2785781,6.72
smith.us,K,17,2,2011,977,0,0,1,0,203.8727732,7.08
smith.us,NPK+Fence,16,2,2011,976,1,1,1,1,77.7682082,5.84
smith.us,Control,24,3,2011,984,0,0,0,0,308.1340057,6.81
spin.us,PK,14,2,2011,1044,0,1,1,0,368.1976825,NA
spin.us,N,13,2,2011,1043,1,0,0,0,219.7825312,NA
spin.us,Control,29,3,2011,1059,0,0,0,0,247.7104241,6.53
spin.us,K,8,1,2011,1038,0,0,1,0,362.4441012,NA
spin.us,N,28,3,2011,1058,1,0,0,0,66.46882409,NA
spin.us,NP,26,3,2011,1056,1,1,0,0,411.9280353,NA
spin.us,NPK+Fence,18,2,2011,1048,1,1,1,1,59.10162845,NA
spin.us,PK,24,3,2011,1054,0,1,1,0,84.82588519,NA
spin.us,NPK+Fence,4,1,2011,1034,1,1,1,1,81.99975488,NA
spin.us,P,25,3,2011,1055,0,1,0,0,485.35408,NA
spin.us,NPK,9,1,2011,1039,1,1,1,0,333.5079993,6.34
spin.us,NPK+Fence,21,3,2011,1051,1,1,1,1,100.3992642,NA
spin.us,Fence,30,3,2011,1060,0,0,0,1,389.6945358,NA
spin.us,Control,6,1,2011,1036,0,0,0,0,577.8047126,NA
spin.us,Fence,17,2,2011,1047,0,0,0,1,222.4921991,NA
spin.us,Control,11,2,2011,1041,0,0,0,0,1752.220577,6.68
spin.us,K,27,3,2011,1057,0,0,1,0,202.0692251,NA
spin.us,NK,22,3,2011,1052,1,0,1,0,331.5288817,NA
spin.us,NK,16,2,2011,1046,1,0,1,0,242.937885,NA
spin.us,N,3,1,2011,1033,1,0,0,0,463.6646627,NA
spin.us,PK,7,1,2011,1037,0,1,1,0,358.1504431,NA
spin.us,NP,5,1,2011,1035,1,1,0,0,913.6203561,NA
spin.us,NK,2,1,2011,1032,1,0,1,0,143.7340907,NA
spin.us,Fence,1,1,2011,1031,0,0,0,1,249.4486159,NA
spin.us,P,10,1,2011,1040,0,1,0,0,498.0948539,NA
spin.us,K,15,2,2011,1045,0,0,1,0,129.517973,NA
spin.us,NPK,23,3,2011,1053,1,1,1,0,76.64811215,6.04
spin.us,P,19,2,2011,1049,0,1,0,0,393.7527282,NA
spin.us,NPK,20,2,2011,1050,1,1,1,0,81.20743447,6.09
spin.us,NP,12,2,2011,1042,1,1,0,0,613.4669863,NA
summ.za,PK,5,1,2012,815,0,1,1,0,1449.184479,4.94
summ.za,NPK,22,3,2012,832,1,1,1,0,1116.501544,5.59
summ.za,N,12,2,2012,822,1,0,0,0,1388.474246,5.88
summ.za,Control,18,2,2012,828,0,0,0,0,1710.747421,5.9
summ.za,Control,9,1,2012,819,0,0,0,0,784.9047504,5.7
summ.za,P,20,2,2012,830,0,1,0,0,522.9793901,5.88
summ.za,NPK,4,1,2012,814,1,1,1,0,1540.236407,5.46
summ.za,K,28,3,2012,838,0,0,1,0,514.9446537,5.65
summ.za,NK,23,3,2012,833,1,0,1,0,1162.146524,5.38
summ.za,NK,7,1,2012,817,1,0,1,0,900.409082,5.45
summ.za,PK,29,3,2012,839,0,1,1,0,538.2132418,5.52
summ.za,N,3,1,2012,813,1,0,0,0,2147.589506,5.75
summ.za,K,2,1,2012,812,0,0,1,0,883.1027018,5.38
summ.za,N,27,3,2012,837,1,0,0,0,835.5920289,5.74
summ.za,NPK,19,2,2012,829,1,1,1,0,883.9778534,5.82
summ.za,NP,17,2,2012,827,1,1,0,0,988.6413565,6.02
summ.za,NK,14,2,2012,824,1,0,1,0,859.2099699,5.66
summ.za,Control,26,3,2012,836,0,0,0,0,1642.55677,5.59
summ.za,P,6,1,2012,816,0,1,0,0,2053.389762,6.12
summ.za,P,25,3,2012,835,0,1,0,0,1160.039325,5.58
summ.za,NP,8,1,2012,818,1,1,0,0,1202.452776,6.16
summ.za,PK,11,2,2012,821,0,1,1,0,1025.11884,5.62
summ.za,K,13,2,2012,823,0,0,1,0,1087.747275,5.66
summ.za,NP,24,3,2012,834,1,1,0,0,922.2311815,5.83
trel.us,P,29,3,2011,1179,0,1,0,0,110.2543317,6.47
trel.us,N,2,1,2011,1152,1,0,0,0,263.1203425,6.59
trel.us,Control,23,3,2011,1173,0,0,0,0,173.1475913,6.29
trel.us,Fence,5,1,2011,1155,0,0,0,1,192.1165432,7.02
trel.us,NPK+Fence,3,1,2011,1153,1,1,1,1,89.2161239,7.03
trel.us,NPK,24,3,2011,1174,1,1,1,0,259.5323607,6
trel.us,NK,1,1,2011,1151,1,0,1,0,71.58907769,6.73
trel.us,NP,12,2,2011,1162,1,1,0,0,95.30000379,6.53
trel.us,NK,27,3,2011,1177,1,0,1,0,25.33697929,6.04
trel.us,K,7,1,2011,1157,0,0,1,0,73.50721702,6.79
trel.us,NPK,15,2,2011,1165,1,1,1,0,88.40670242,7.19
trel.us,NP,26,3,2011,1176,1,1,0,0,59.6720204,6.02
trel.us,N,18,2,2011,1168,1,0,0,0,63.39006926,6.22
